group,value,jitter
cereus,12.7447,0.2535
cereus,6.7809,0.4443
cereus,4.5889,0.3451
cereus,21.3075,-0.2562
cereus,16.5635,-0.1537
cereus,18.0867,0.1727
cereus,15.3755,-0.3866
cereus,13.9587,-0.3847
cereus,22.2866,0.1425
cereus,9.531,0.4177
cereus,17.1355,0.4558
cereus,13.0731,-0.0954
cereus,7.4088,0.149
cereus,2.0894,-0.4949
cereus,10.9226,0.3976
cereus,11.9372,0.3125
cereus,15.0234,-0.2276
cereus,15.1838,0.3673
cereus,11.3992,-0.2068
cereus,8.151,-0.0241
cereus,15.8322,-0.3428
cereus,11.2307,-0.2178
cereus,13.2415,-0.3458
cereus,9.5432,-0.4942
cereus,17.3525,0.0814
cereus,10.3597,-0.0565
cereus,7.2437,-0.0901
cereus,9.3928,0.0497
cereus,9.4049,0.3172
cereus,14.4639,-0.1914
cereus,13.4871,-0.209
cereus,9.1005,-0.0232
cereus,9.2853,0.4454
cereus,11.3785,-0.3266
cereus,10.0113,-0.292
cereus,12.0897,0.4385
cereus,13.1062,-0.2407
cereus,2.7559,-0.3987
cereus,13.7506,-0.1079
cereus,10.5136,0.1271
cereus,4.2124,-0.4228
cereus,18.6122,-0.0782
cereus,9.2934,0.2718
cereus,19.4311,-0.4916
cereus,11.8371,0.436
cereus,23.3389,0.3852
cereus,15.3246,0.1746
cereus,5.2447,0.0672
cereus,11.7645,-0.0088
cereus,14.8979,-0.2137
cereus,15.1149,-0.3826
cereus,10.0984,0.253
cereus,16.8083,-0.4104
cereus,13.0477,-0.2287
cereus,18.6285,0.2507
cereus,11.2015,0.4501
cereus,17.9604,-0.457
cereus,6.8826,0.442
cereus,17.5409,0.2877
cereus,28.2556,-0.1012
cereus,7.5659,0.478
cereus,7.4896,0.4083
cereus,4.8191,-0.2863
cereus,22.0158,-0.1188
cereus,16.7822,0.4665
cereus,12.2946,0.0538
cereus,6.082,-0.342
cereus,9.8258,0.3676
cereus,15.2781,-0.2921
cereus,4.3139,-0.3587
cereus,15.9497,0.4646
cereus,10.6641,0.2318
cereus,7.9891,-0.4506
cereus,9.2115,-0.3521
cereus,15.8861,0.0026
cereus,17.3169,0.2423
cereus,14.4298,0.3597
cereus,10.7889,0.3673
cereus,8.2713,0.2695
cereus,9.1282,-0.3901
cereus,19.2076,-0.1619
cereus,11.5744,0.0052
cereus,5.4326,-0.416
cereus,14.6434,0.3384
cereus,18.4773,0.3378
cereus,11.366,-0.1523
cereus,4.1835,0.2057
cereus,10.7847,-0.2431
cereus,12.9473,0.366
cereus,15.8806,-0.0913
cereus,7.2354,0.029
cereus,10.9539,0.1889
cereus,7.9521,0.3581
cereus,14.339,0.1365
cereus,5.0027,0.3764
cereus,14.4624,0.2632
cereus,16.1427,-0.0533
cereus,18.5982,-0.4822
cereus,16.1655,-0.0766
cereus,12.9155,0.278
cereus,4.3102,0.4665
cereus,5.9885,0.4426
cereus,9.9955,0.1967
cereus,17.063,-0.0752
cereus,10.0203,0.2841
cereus,8.0337,-0.2374
cereus,9.799,-0.3002
cereus,15.6356,-0.0618
cereus,11.0897,0.2142
cereus,10.9422,-0.1326
cereus,13.7985,-0.2092
cereus,2.6521,0.2081
cereus,4.296,0.1998
cereus,2.8675,-0.1616
cereus,10.3066,0.1558
cereus,18.9462,-0.0167
cereus,12.0476,0.3853
cereus,3.8688,0.4371
cereus,11.4119,0.1397
cereus,10.1029,-0.0838
cereus,11.9925,0.1105
cereus,15.1835,0.0363
cereus,14.5707,-0.1341
cereus,18.8516,0.4838
cereus,16.8565,0.1368
cereus,21.8757,0.4167
cereus,11.0359,0.1262
cereus,21.0056,0.1171
cereus,11.3709,-0.0144
cereus,12.9847,0.1975
cereus,4.7099,0.498
cereus,19.0611,-0.4873
cereus,12.5827,-0.0799
cereus,14.0946,0.2885
cereus,2.9827,-0.0337
cereus,11.0341,0.2982
cereus,15.1071,0.0012
cereus,7.0064,0.2379
cereus,15.2678,0.1912
cereus,13.3097,-0.2981
cereus,16.6772,0.1205
cereus,16.6356,-0.0603
cereus,4.1368,-0.1196
cereus,14.6118,0.3029
cereus,14.4334,-0.0154
cereus,13.5237,-0.4581
cereus,6.1013,-0.1317
cereus,5.7765,-0.2126
cereus,17.0525,0.4026
cereus,7.0259,-0.0264
cereus,20.7647,-0.1087
cereus,23.3044,-0.4542
cereus,10.0229,0.1
cereus,15.666,-0.2444
cereus,7.7801,-0.2689
cereus,20.9851,0.3705
cereus,14.1553,0.1017
cereus,17.5081,0.2381
cereus,7.8705,0.2018
cereus,17.4039,-0.4058
cereus,4.6345,0.3682
cereus,8.0648,-0.149
cereus,21.214,0.0064
cereus,9.9577,0.1963
cereus,16.0483,0.4865
cereus,19.1824,-0.4771
cereus,7.2511,-0.1052
cereus,9.4367,0.1424
cereus,10.7632,0.4216
cereus,9.6439,0.3426
cereus,5.3976,-0.044
cereus,13.387,-0.432
cereus,7.1507,-0.204
cereus,15.5549,-0.4096
cereus,4.9467,-0.2593
cereus,9.7307,-0.1048
cereus,13.9483,-0.4831
cereus,12.3008,-0.3285
cereus,13.0775,-0.1651
cereus,22.2895,-0.3379
cereus,10.2045,-0.1845
cereus,11.2459,0.0457
cereus,23.4517,0.2355
cereus,10.1961,-0.242
cereus,14.5448,-0.1284
cereus,6.9776,-0.0114
cereus,10.1079,-0.2288
cereus,19.7547,-0.1406
cereus,5.178,0.4315
cereus,10.3092,0.1637
cereus,17.3018,0.1607
cereus,9.7752,-0.2474
cereus,11.1014,-0.1476
cereus,15.2199,0.1363
cereus,9.8932,0.1985
cereus,6.4017,-0.3418
cereus,16.9821,-0.3512
cereus,16.8024,0.033
cereus,10.3366,-0.4463
cereus,8.536,-0.1241
cereus,9.9802,-0.0164
cereus,7.6128,0.2889
cereus,14.2968,0.4296
cereus,13.5475,-0.2516
cereus,17.2113,-0.2814
cereus,10.6521,0.4153
cereus,5.7434,-0.0606
cereus,18.5994,0.0505
cereus,10.0555,-0.3293
cereus,19.096,-0.3423
cereus,4.1691,-0.2074
cereus,12.8241,0.337
cereus,28.1768,0.3357
cereus,11.7579,-0.4812
cereus,17.2015,-0.4239
cereus,5.8552,0.3606
cereus,6.6138,0.257
cereus,14.1648,0.4461
cereus,20.3717,-0.3949
cereus,10.1668,-0.2848
cereus,18.1117,-0.4785
cereus,9.1774,0.0684
cereus,17.3486,-0.4185
cereus,18.9031,-0.2279
cereus,17.9404,0.1707
cereus,12.2131,-0.4395
cereus,4.9232,0.2551
cereus,9.9612,-0.2994
cereus,6.1951,-0.3285
cereus,15.3823,0.3796
cereus,16.9314,-0.0929
cereus,18.058,0.0338
cereus,16.3569,-0.0252
cereus,16.947,-0.1792
cereus,18.7191,0.0234
cereus,18.5035,-0.4992
cereus,10.8289,-0.4826
cereus,14.4798,0.2978
cereus,10.0292,0.3557
cereus,12.103,0.2933
cereus,15.7666,-0.0415
cereus,7.0755,0.302
cereus,23.3502,0.3285
cereus,12.219,0.1042
cereus,17.9194,-0.0273
cereus,19.3833,-0.2416
cereus,10.0957,0.2267
cereus,16.6368,-0.1892
cereus,14.9539,-0.1996
cereus,21.9923,-0.4943
cereus,16.9216,-0.4381
cereus,7.0103,-0.3695
cereus,4.4633,-0.1448
cereus,15.6853,0.1929
cereus,16.3573,-0.2662
cereus,16.6865,0.4991
cereus,18.0069,0.4142
cereus,21.5898,0.2334
cereus,10.0778,0.2527
cereus,10.4744,0.1441
cereus,23.2837,0.2615
cereus,11.4615,0.0153
cereus,10.0598,-0.148
cereus,10.0528,-0.4166
cereus,12.956,0.2728
cereus,8.1243,0.3847
cereus,19.0442,0.2801
cereus,14.4399,0.3435
cereus,12.9691,0.0463
cereus,4.6391,-0.4444
cereus,10.7056,-0.1551
cereus,11.0036,-0.0504
cereus,2.6037,-0.3467
cereus,1.88,0.0349
cereus,19.1812,-0.2439
cereus,14.849,-0.3705
cereus,17.1577,-0.2892
cereus,23.4331,0.2526
cereus,4.8635,-0.1384
cereus,14.588,0.396
cereus,13.3472,-0.1935
cereus,16.0018,0.4668
cereus,14.7903,0.0532
cereus,11.8977,0.0116
cereus,11.0197,0.4329
cereus,9.733,-0.0608
cereus,5.9273,-0.0376
cereus,8.9985,0.0985
cereus,11.2355,0.4576
cereus,12.7407,0.3949
cereus,11.6393,-0.4503
cereus,21.3232,0.4732
cereus,10.4471,-0.0879
cereus,5.4874,0.4969
cereus,11.1208,0.3373
cereus,16.942,-0.3361
cereus,13.7723,0.074
cereus,10.5081,-0.0168
cereus,11.5653,0.0346
cereus,8.3585,0.346
cereus,6.4661,0.0119
cereus,7.3859,-0.2365
cereus,7.5434,-0.1063
cereus,10.5338,-0.1882
cereus,19.7206,0.3544
cereus,14.8459,0.2804
cereus,18.3888,-0.2765
cereus,10.9718,0.0528
cereus,19.7014,-0.1705
cereus,19.5206,-0.2093
cereus,16.9399,-0.0776
cereus,11.0114,-0.0233
cereus,10.9712,-0.4546
cereus,16.8514,-0.3711
cereus,12.7834,-0.3357
cereus,7.871,-0.4027
cereus,14.6629,0.1303
cereus,13.8218,0.4263
cereus,4.445,-0.1006
cereus,17.6708,-0.2566
cereus,11.9612,-0.329
cereus,7.095,-0.4904
cereus,15.1425,-0.2395
cereus,11.3639,0.0546
cereus,13.8348,-0.4208
cereus,4.0286,-0.1262
cereus,9.1304,-0.2631
cereus,6.64,0.3649
cereus,11.5751,0.4825
cereus,4.5957,0.2732
cereus,15.9177,-0.2276
cereus,7.6904,-0.3883
cereus,7.9032,-0.0195
cereus,6.3527,0.1152
cereus,18.305,-0.3507
cereus,4.8209,0.2741
cereus,12.6176,-0.2519
cereus,12.686,-0.2735
cereus,23.4069,0.3997
cereus,11.9894,0.1951
cereus,10.1399,0.0172
cereus,12.5426,-0.1592
cereus,11.4533,0.0897
cereus,17.0867,-0.0338
cereus,5.6184,-0.4726
cereus,16.6126,-0.3176
cereus,12.3856,-0.0328
cereus,11.3614,0.4911
cereus,11.9555,0.3338
cereus,14.9134,0.1235
cereus,7.9598,0.3924
cereus,5.5699,0.1204
cereus,14.3915,-0.248
cereus,19.434,-0.4619
cereus,17.9532,0.3927
cereus,16.3714,-0.3314
cereus,20.2095,-0.4615
cereus,9.529,-0.3446
cereus,9.1934,0.391
cereus,11.1532,-0.1429
cereus,10.3422,-0.1972
cereus,14.106,0.2532
cereus,8.9742,0.4934
cereus,12.6556,0.3427
cereus,3.7572,0.2691
cereus,15.2483,-0.3988
cereus,11.8168,0.3431
cereus,8.6785,0.0997
cereus,15.8325,-0.4427
cereus,12.5293,0.4974
cereus,10.3329,0.1847
cereus,1.95,-0.118
cereus,19.8626,-0.2035
cereus,8.7451,-0.3629
cereus,23.239,0.2496
cereus,18.2456,-0.0456
cereus,14.7662,-0.4364
cereus,18.7712,-0.2842
cereus,13.5066,-0.4804
cereus,19.1175,-0.4346
cereus,18.7879,0.0222
cereus,10.4397,0.3113
cereus,8.0985,-0.0886
cereus,13.79,-0.3441
cereus,17.7609,0.3856
cereus,17.8401,-0.2927
cereus,6.743,-0.0675
cereus,19.0668,0.015
cereus,8.4016,0.0014
cereus,13.0215,-0.3656
cereus,15.7553,-0.266
cereus,10.4401,0.2222
cereus,13.9294,0.3098
cereus,12.6556,0.3369
cereus,15.2956,0.4476
cereus,6.2154,-0.4957
cereus,16.2788,-0.3658
cereus,21.3624,0.1525
cereus,12.4577,0.0873
cereus,19.2524,-0.4059
cereus,12.9814,-0.2582
cereus,10.771,-0.3646
cereus,5.5385,0.3518
cereus,8.9498,-0.2065
cereus,14.8787,-0.1864
cereus,12.8286,0.2798
cereus,13.2732,0.4927
cereus,11.7133,0.3994
cereus,5.1517,-0.3242
cereus,17.2245,-0.3126
cereus,15.0422,-0.1631
cereus,11.7728,0.08
cereus,14.3908,0.0196
cereus,5.4741,0.1984
cereus,22.0342,0.1753
cereus,12.1508,0.0771
cereus,4.8183,-0.3122
cereus,16.7058,-0.4051
cereus,18.1233,-0.0318
cereus,19.5542,0.2728
cereus,11.5244,0.2288
cereus,4.5029,-0.0888
cereus,8.7837,0.2132
cereus,14.3748,0.2149
cereus,11.0452,-0.1691
cereus,18.7552,0.0612
cereus,9.3892,0.0759
cereus,11.1747,0.4323
cereus,9.3339,0.1873
cereus,5.4817,0.0201
cereus,15.5879,0.3615
cereus,9.9071,0.3348
cereus,21.8498,0.1183
cereus,13.7414,-0.2903
cereus,16.7722,0.3734
cereus,13.8511,-0.0816
cereus,13.5684,0.3464
cereus,19.8515,0.0003
cereus,18.982,0.4609
cereus,15.9259,0.0788
cereus,9.2827,-0.1949
cereus,8.1212,-0.3503
cereus,10.666,-0.1242
cereus,5.8628,0.4802
cereus,22.8601,-0.0784
cereus,10.2785,-0.2383
cereus,9.6312,0.3419
cereus,8.4251,-0.0923
cereus,11.0942,-0.3685
cereus,14.0934,-0.264
cereus,9.5656,-0.2546
cereus,9.2052,-0.0854
cereus,12.5077,-0.3519
cereus,10.9336,0.0147
cereus,6.1805,-0.3737
cereus,15.784,-0.1533
cereus,18.206,0.4828
cereus,16.6775,0.4986
cereus,12.8907,0.0844
cereus,17.96,-0.0307
cereus,4.4119,0.2047
cereus,7.5051,0.151
cereus,12.9488,-0.4844
cereus,6.5213,-0.0084
cereus,9.828,-0.3722
cereus,9.0376,-0.2772
cereus,9.5045,-0.4324
cereus,5.5539,0.0702
cereus,16.6349,-0.2179
cereus,4.69,-0.4455
cereus,16.6044,-0.1437
cereus,17.5472,-0.122
cereus,6.7625,0.3212
cereus,9.0522,0.0337
cereus,15.8597,0.0376
cereus,17.9379,-0.0296
cereus,18.9034,-0.2115
cereus,14.3816,-0.0029
cereus,12.8083,0.0657
cereus,8.808,-0.093
cereus,16.8849,0.0545
cereus,10.7799,0.4095
cereus,11.6446,-0.4954
cereus,14.4921,0.3361
cereus,5.5968,0.4081
cereus,7.5365,0.019
cereus,12.1798,-0.0448
cereus,16.6045,0.159
cereus,14.2581,-0.0717
cereus,10.6366,-0.3627
cereus,8.6825,-0.2607
cereus,7.6481,0.4073
cereus,13.6948,0.2756
cereus,21.8473,-0.2372
cereus,6.1519,0.1838
cereus,5.6958,0.3733
cereus,12.2811,0.2125
cereus,18.9419,0.0171
cereus,9.6062,0.1478
cereus,4.0308,0.1478
cereus,12.5151,-0.0875
cereus,4.2895,-0.2437
cereus,9.6399,0.4811
cereus,10.1307,0.4097
cereus,8.8184,-0.2294
cereus,15.7623,0.2699
cereus,16.7486,0.4231
cereus,4.6498,0.018
cereus,15.8775,-0.2498
cereus,7.2356,0.0897
cereus,17.0385,0.3977
cereus,1.7082,-0.378
cereus,15.3885,-0.0611
cereus,13.0898,-0.4945
cereus,8.8248,-0.1184
cereus,14.5368,-0.0589
cereus,8.6655,0.3691
cereus,9.3443,0.1687
cereus,17.9998,0.1829
cereus,17.7665,0.4567
cereus,14.5736,-0.2573
cereus,4.9866,0.311
cereus,4.622,-0.0025
cereus,18.0056,-0.3897
cereus,5.7223,0.4643
cereus,8.2695,-0.3589
cereus,7.3706,-0.0239
cereus,7.2653,0.09
cereus,16.051,0.4519
cereus,9.5282,0.185
cereus,9.8099,0.4511
cereus,7.2552,-0.3351
cereus,7.4451,0.4893
cereus,11.749,0.0445
cereus,15.7823,0.2057
cereus,8.0736,-0.3737
cereus,12.7403,-0.3707
cereus,8.2479,-0.1071
cereus,8.324,0.2385
cereus,19.8327,-0.1391
cereus,16.5647,0.4532
cereus,19.0555,-0.38
cereus,10.9795,0.1571
cereus,17.1661,0.4622
cereus,9.154,0.0055
cereus,20.4696,0.1275
cereus,18.1785,0.4535
cereus,15.3514,0.3663
cereus,15.4953,-0.387
cereus,9.959,0.1199
cereus,21.7064,-0.0424
cereus,18.7836,-0.2964
cereus,12.8374,-0.4906
cereus,4.5556,0.4684
cereus,16.4427,0.3122
cereus,12.1969,-0.449
cereus,18.3358,-0.2379
cereus,6.0715,0.2273
cereus,20.0762,0.0163
cereus,15.3804,0.0777
cereus,8.2257,0.3533
cereus,10.0423,0.1467
cereus,8.802,-0.3933
cereus,17.4973,-0.2299
cereus,11.0482,0.0586
cereus,13.9401,-0.3384
cereus,12.535,0.3747
cereus,12.0697,-0.259
cereus,17.675,0.0145
cereus,6.9906,0.2766
cereus,4.7759,-0.2853
cereus,4.2975,-0.0158
cereus,9.0497,-0.4434
cereus,8.5741,-0.0544
cereus,11.2551,-0.1654
cereus,17.0022,0.108
cereus,19.4083,0.1255
cereus,9.2804,-0.0129
cereus,18.1047,0.0014
cereus,17.1388,-0.4572
cereus,11.6345,-0.3107
cereus,5.7875,-0.2704
cereus,14.9256,-0.4617
cereus,7.0452,0.0101
cereus,7.3375,-0.2925
cereus,17.7039,0.0333
cereus,6.4768,0.3199
cereus,16.0293,-0.1509
cereus,16.5622,0.4869
cereus,18.4307,0.3193
cereus,14.8061,-0.1787
cereus,13.6907,0.4581
cereus,15.9505,0.2775
cereus,11.8413,-0.0416
cereus,12.0164,-0.0281
cereus,23.2317,0.2927
cereus,19.5778,0.2467
cereus,15.7184,-0.4385
cereus,7.5519,0.302
cereus,15.6954,-0.0399
cereus,3.9953,0.2188
cereus,11.1519,0.0796
cereus,13.9718,-0.1602
cereus,12.26,-0.4828
cereus,6.3794,-0.4314
cereus,6.911,-0.4491
cereus,9.1197,0.1147
cereus,6.723,-0.4569
cereus,13.856,0.3327
cereus,8.9299,0.1907
cereus,14.7551,-0.4161
cereus,5.9151,-0.3788
cereus,11.2088,0.2663
cereus,8.1588,0.2226
cereus,8.2639,-0.4742
cereus,10.9682,-0.1499
cereus,16.1497,-0.4178
cereus,6.5597,-0.4384
cereus,19.293,0.2612
cereus,15.3989,-0.2271
cereus,9.4184,0.0086
cereus,5.7596,0.3942
cereus,18.771,0.2291
cereus,15.1238,0.4728
cereus,9.1891,0.0097
cereus,8.9662,-0.236
cereus,6.054,-0.0764
cereus,19.7843,-0.11
cereus,13.5098,0.1574
cereus,11.3651,-0.3331
cereus,8.7147,0.1813
cereus,6.976,0.4654
cereus,16.5282,0.2458
cereus,9.3821,-0.1807
cereus,15.4625,-0.198
cereus,18.0055,0.376
cereus,11.9844,-0.1474
cereus,4.4491,0.3146
cereus,17.1701,-0.1729
cereus,23.3861,0.3928
cereus,17.9168,0.0647
cereus,21.0238,0.03
cereus,1.9145,0.2439
cereus,6.0187,-0.2119
cereus,12.6992,-0.0562
cereus,11.8833,-0.316
cereus,16.6935,-0.1969
cereus,11.6147,-0.113
cereus,14.8515,-0.0733
cereus,9.1683,0.0862
cereus,5.3276,0.4642
cereus,8.0412,0.1676
cereus,15.7953,0.3697
cereus,11.8067,0.1539
cereus,15.1392,0.2453
cereus,19.4677,0.4545
cereus,5.6952,-0.3687
cereus,9.6782,0.052
cereus,15.9137,-0.2805
cereus,16.1762,-0.0577
cereus,10.159,0.3888
cereus,15.4683,-0.2373
cereus,9.6672,0.2245
cereus,10.5088,-0.1046
cereus,20.756,0.3941
cereus,9.5906,-0.1286
cereus,10.559,0.2144
cereus,19.4165,-0.0954
cereus,17.1952,-0.0736
cereus,10.0569,0.0556
cereus,4.5329,0.2702
cereus,9.7271,0.3896
cereus,13.234,-0.479
cereus,8.6254,-0.4446
cereus,10.2945,0.1472
cereus,6.0697,0.3639
cereus,20.2386,0.1258
cereus,5.9086,0.0388
cereus,12.7479,-0.0824
cereus,15.7733,0.2297
cereus,3.7925,-0.1243
cereus,10.6842,0.4554
cereus,20.1279,-0.0755
cereus,16.1325,-0.2702
cereus,12.0647,0.0245
cereus,20.0798,-0.1902
cereus,22.9944,-0.2185
cereus,19.8484,-0.253
cereus,9.2664,0.4885
cereus,16.3541,0.3108
cereus,11.1918,-0.4656
cereus,11.887,0.3022
cereus,7.8968,0.2312
cereus,20.2229,-0.3263
cereus,9.8418,0.4649
cereus,24.9296,0.041
cereus,6.543,0.1388
cereus,8.8835,-0.0929
cereus,16.0751,0.1876
cereus,10.0267,-0.3474
cereus,6.5112,0.2074
cereus,15.2916,0.3296
cereus,5.2744,0.0461
cereus,18.6274,0.3184
cereus,15.4673,0.2927
cereus,4.3123,0.0516
cereus,7.8294,0.2906
cereus,15.89,0.3555
cereus,15.9646,-0.0414
cereus,4.2011,-0.3861
cereus,8.4307,-0.1112
cereus,10.6426,-0.1724
cereus,4.5105,-0.3425
cereus,2.8764,-0.2804
cereus,22.1397,-0.2309
cereus,8.7402,-0.4632
cereus,16.1942,0.0753
cereus,10.6362,0.3918
cereus,12.1406,0.2315
cereus,7.6473,0.4539
cereus,11.6431,-0.2233
megaterium,4.8293,0.4036
megaterium,8.4571,-0.1459
megaterium,7.4714,-0.3487
megaterium,9.0246,0.404
megaterium,6.806,-0.2554
megaterium,5.618,-0.1101
megaterium,6.1577,-0.4326
megaterium,6.6933,-0.4727
megaterium,13.1548,0.136
megaterium,9.6818,-0.1365
megaterium,8.2904,-0.2766
megaterium,6.8644,0.4238
megaterium,7.7282,-0.283
megaterium,6.3846,-0.3432
megaterium,7.5076,-0.1463
megaterium,6.8131,0.362
megaterium,4.7902,-0.1883
megaterium,5.2597,-0.175
megaterium,5.8501,0.4206
megaterium,5.8754,-0.3827
megaterium,5.854,-0.3773
megaterium,4.8657,-0.2577
megaterium,9.1313,-0.4015
megaterium,5.4644,0.4215
megaterium,7.8991,0.3603
megaterium,7.9632,-0.2506
megaterium,12.8168,0.102
megaterium,7.8108,0.0002
megaterium,6.1364,0.3978
megaterium,7.8005,0.3222
megaterium,6.6616,0.3888
megaterium,9.0007,0.2666
megaterium,12.8471,0.2678
megaterium,5.2048,-0.4892
megaterium,6.4787,-0.4515
megaterium,7.5135,0.194
megaterium,7.8429,0.0808
megaterium,12.9688,-0.1436
megaterium,7.7386,-0.3069
megaterium,2.1581,-0.0341
megaterium,6.6338,0.2047
megaterium,8.1085,0.387
megaterium,6.0996,0.4843
megaterium,11.0802,-0.3083
megaterium,8.1918,-0.0503
megaterium,5.0147,-0.1537
megaterium,6.7834,-0.0077
megaterium,9.0293,-0.3142
megaterium,13.3148,0.3054
megaterium,9.2278,0.2091
megaterium,6.2712,-0.2431
megaterium,6.7355,-0.3201
megaterium,6.0856,-0.1414
megaterium,4.7581,-0.0765
megaterium,8.0262,-0.4578
megaterium,6.7507,-0.0316
megaterium,7.0866,0.027
megaterium,6.1171,0.0798
megaterium,5.2971,-0.484
megaterium,9.0993,-0.3894
megaterium,11.9228,0.0967
megaterium,6.7979,-0.1751
megaterium,5.0904,0.3653
megaterium,5.8376,-0.0282
megaterium,5.7129,-0.4764
megaterium,6.8081,-0.4481
megaterium,6.9538,0.338
megaterium,6.6041,0.1125
megaterium,7.4352,-0.4882
megaterium,17.584,0.0331
megaterium,7.5766,-0.1116
megaterium,6.7772,-0.312
megaterium,6.3485,0.1411
megaterium,8.0303,-0.1961
megaterium,7.3803,-0.1418
megaterium,9.0983,-0.4476
megaterium,7.272,-0.4852
megaterium,6.3282,0.4313
megaterium,8.0788,-0.2008
megaterium,9.3616,-0.4905
megaterium,9.4954,0.2111
megaterium,6.171,-0.0161
megaterium,6.5137,0.2967
megaterium,10.3348,-0.3593
megaterium,8.3208,-0.4183
megaterium,6.4502,-0.2934
megaterium,13.483,-0.3922
megaterium,6.2078,-0.2083
megaterium,6.3243,-0.1922
megaterium,5.7783,-0.2201
megaterium,7.1632,0.0539
megaterium,8.0236,0.3251
megaterium,8.0791,-0.3896
megaterium,9.1255,-0.4488
megaterium,5.3188,0.0798
megaterium,6.619,-0.4601
megaterium,10.7437,-0.0614
megaterium,9.7067,-0.1396
megaterium,17.8137,-0.0614
megaterium,7.9903,0.0972
megaterium,5.8686,0.0471
megaterium,5.5719,0.2588
megaterium,8.9083,0.1263
megaterium,10.9582,0.2021
megaterium,5.6924,0.162
megaterium,6.3021,0.4788
megaterium,10.6894,0.4453
megaterium,8.2584,-0.1912
megaterium,9.4505,-0.0931
megaterium,7.5807,0.26
megaterium,5.8937,0.0388
megaterium,8.1692,0.0712
megaterium,5.7251,-0.48
megaterium,7.8291,0.2942
megaterium,9.5459,0.1832
megaterium,7.5827,0.1172
megaterium,8.8074,-0.4655
megaterium,7.3171,-0.2414
megaterium,6.6109,-0.4955
megaterium,5.2544,0.4201
megaterium,11.7861,0.2449
megaterium,5.9844,0.3087
megaterium,5.8628,-0.3264
megaterium,5.0366,-0.2457
megaterium,6.8256,0.0158
megaterium,6.7333,0.2619
megaterium,8.2307,-0.4065
megaterium,9.3789,0.0439
megaterium,6.2659,-0.0089
megaterium,6.4554,0.2173
megaterium,9.1743,-0.2973
megaterium,8.8215,-0.4238
megaterium,6.345,-0.0982
megaterium,7.261,0.1656
megaterium,9.4867,0.0517
megaterium,5.819,0.3477
megaterium,5.8423,0.3517
megaterium,7.7113,-0.1954
megaterium,8.3218,0.445
megaterium,7.8229,-0.2334
megaterium,5.768,-0.3847
megaterium,5.6359,0.1951
megaterium,7.8975,0.343
megaterium,7.1625,-0.0223
megaterium,6.2223,-0.1303
megaterium,4.7179,0.3612
megaterium,7.9634,-0.1538
megaterium,17.6775,0.1155
megaterium,4.9335,0.1334
megaterium,5.4285,0.1088
megaterium,7.9259,0.3327
megaterium,5.6494,0.1333
megaterium,7.1547,-0.1965
megaterium,8.3121,-0.404
megaterium,6.2743,0.3885
megaterium,6.6029,0.1497
megaterium,13.1663,-0.3063
megaterium,6.5487,-0.045
megaterium,6.7992,0.0854
megaterium,9.2526,0.155
megaterium,9.1993,-0.3242
megaterium,6.6097,-0.355
megaterium,5.7183,-0.2924
megaterium,6.2709,0.287
megaterium,7.1025,0.1174
megaterium,7.1112,-0.1644
megaterium,7.8137,-0.1293
megaterium,17.6738,0.2189
megaterium,8.1783,-0.4153
megaterium,7.5215,-0.0522
circulans,4.8682,0.4171
circulans,2.8383,-0.4978
circulans,3.7069,0.0743
circulans,3.8231,0.1162
circulans,3.6341,0.4538
circulans,4.8141,0.0879
circulans,5.646,0.3701
circulans,3.1987,-0.2555
circulans,4.5066,0.3231
circulans,2.6361,0.3621
circulans,9.0881,0.2221
circulans,3.7789,0.1627
circulans,5.3461,0.1321
circulans,1.9671,0.232
circulans,2.7513,0.2273
circulans,5.8161,0.2105
circulans,0.9831,-0.3317
circulans,5.719,-0.1205
circulans,1.1212,0.2312
circulans,3.0242,0.1085
circulans,3.6347,0.1999
circulans,5.1355,0.0265
circulans,1.1588,0.3946
circulans,3.3528,0.2938
circulans,9.2169,-0.2497
circulans,0.3541,-0.4778
circulans,4.9083,0.4687
circulans,5.5237,0.1143
circulans,1.3399,-0.3862
circulans,1.2494,-0.3766
circulans,1.9584,0.3467
circulans,3.0389,0.1431
circulans,5.6056,0.3917
circulans,5.5091,-0.3501
circulans,2.9882,-0.168
circulans,3.2585,0.19
circulans,0.7376,0.2358
circulans,5.0792,-0.4092
circulans,2.9486,0.361
circulans,4.0866,-0.0788
circulans,5.2829,-0.3541
circulans,7.2348,0.0908
circulans,2.6634,-0.4233
circulans,2.1672,0.4547
circulans,1.7659,-0.4299
circulans,4.2151,-0.1684
circulans,5.3145,0.2066
circulans,3.5161,0.4401
circulans,5.0471,-0.0617
circulans,9.1271,-0.3873
circulans,2.7584,-0.0716
circulans,5.1074,0.1288
circulans,4.1588,0.3923
circulans,2.7839,-0.1615
circulans,2.9952,-0.1722
circulans,3.8064,-0.0729
circulans,5.8898,-0.0095
circulans,3.5867,0.267
circulans,2.9752,0.2069
circulans,4.3497,0.2605
circulans,5.148,-0.0105
circulans,5.3433,0.4711
circulans,9.3659,-0.4567
circulans,2.0982,-0.3439
circulans,1.0347,0.3265
circulans,5.2003,0.2154
circulans,3.0123,0.0952
circulans,2.502,-0.0082
circulans,6.9608,0.0967
circulans,1.0787,0.2629
circulans,1.0806,0.0811
circulans,4.8317,0.1807
circulans,4.7591,0.2852
circulans,5.377,0.0138
