marker,group,x,density
CD31,All cells,1.5936,0.00843
CD31,All cells,1.6301,0.01021
CD31,All cells,1.6667,0.01231
CD31,All cells,1.7032,0.01479
CD31,All cells,1.7397,0.01768
CD31,All cells,1.7763,0.02104
CD31,All cells,1.8128,0.02493
CD31,All cells,1.8493,0.02941
CD31,All cells,1.8858,0.03455
CD31,All cells,1.9224,0.0404
CD31,All cells,1.9589,0.04704
CD31,All cells,1.9954,0.05452
CD31,All cells,2.032,0.06292
CD31,All cells,2.0685,0.07229
CD31,All cells,2.105,0.08269
CD31,All cells,2.1416,0.09418
CD31,All cells,2.1781,0.10678
CD31,All cells,2.2146,0.12054
CD31,All cells,2.2511,0.13547
CD31,All cells,2.2877,0.15159
CD31,All cells,2.3242,0.16887
CD31,All cells,2.3607,0.18729
CD31,All cells,2.3973,0.20681
CD31,All cells,2.4338,0.22736
CD31,All cells,2.4703,0.24886
CD31,All cells,2.5068,0.27118
CD31,All cells,2.5434,0.29421
CD31,All cells,2.5799,0.31778
CD31,All cells,2.6164,0.34174
CD31,All cells,2.653,0.36588
CD31,All cells,2.6895,0.39001
CD31,All cells,2.726,0.41389
CD31,All cells,2.7626,0.43731
CD31,All cells,2.7991,0.46002
CD31,All cells,2.8356,0.48177
CD31,All cells,2.8721,0.50234
CD31,All cells,2.9087,0.52148
CD31,All cells,2.9452,0.53897
CD31,All cells,2.9817,0.55459
CD31,All cells,3.0183,0.56816
CD31,All cells,3.0548,0.5795
CD31,All cells,3.0913,0.58848
CD31,All cells,3.1279,0.59497
CD31,All cells,3.1644,0.59891
CD31,All cells,3.2009,0.60024
CD31,All cells,3.2374,0.59895
CD31,All cells,3.274,0.59508
CD31,All cells,3.3105,0.58869
CD31,All cells,3.347,0.57989
CD31,All cells,3.3836,0.56882
CD31,All cells,3.4201,0.55566
CD31,All cells,3.4566,0.54061
CD31,All cells,3.4932,0.52392
CD31,All cells,3.5297,0.50586
CD31,All cells,3.5662,0.48672
CD31,All cells,3.6027,0.46684
CD31,All cells,3.6393,0.44654
CD31,All cells,3.6758,0.42619
CD31,All cells,3.7123,0.40616
CD31,All cells,3.7489,0.38683
CD31,All cells,3.7854,0.36859
CD31,All cells,3.8219,0.35181
CD31,All cells,3.8584,0.33689
CD31,All cells,3.895,0.32418
CD31,All cells,3.9315,0.31405
CD31,All cells,3.968,0.3068
CD31,All cells,4.0046,0.30273
CD31,All cells,4.0411,0.30208
CD31,All cells,4.0776,0.30503
CD31,All cells,4.1142,0.31171
CD31,All cells,4.1507,0.32216
CD31,All cells,4.1872,0.33633
CD31,All cells,4.2237,0.35411
CD31,All cells,4.2603,0.37525
CD31,All cells,4.2968,0.39944
CD31,All cells,4.3333,0.42623
CD31,All cells,4.3699,0.45512
CD31,All cells,4.4064,0.48548
CD31,All cells,4.4429,0.51664
CD31,All cells,4.4795,0.54784
CD31,All cells,4.516,0.5783
CD31,All cells,4.5525,0.60723
CD31,All cells,4.589,0.63384
CD31,All cells,4.6256,0.65737
CD31,All cells,4.6621,0.67714
CD31,All cells,4.6986,0.69253
CD31,All cells,4.7352,0.70306
CD31,All cells,4.7717,0.70836
CD31,All cells,4.8082,0.7082
CD31,All cells,4.8447,0.70249
CD31,All cells,4.8813,0.69131
CD31,All cells,4.9178,0.67486
CD31,All cells,4.9543,0.65349
CD31,All cells,4.9909,0.62767
CD31,All cells,5.0274,0.59796
CD31,All cells,5.0639,0.56499
CD31,All cells,5.1005,0.52947
CD31,All cells,5.137,0.4921
CD31,All cells,5.1735,0.4536
CD31,All cells,5.21,0.41467
CD31,All cells,5.2466,0.37594
CD31,All cells,5.2831,0.33802
CD31,All cells,5.3196,0.3014
CD31,All cells,5.3562,0.26653
CD31,All cells,5.3927,0.23374
CD31,All cells,5.4292,0.20329
CD31,All cells,5.4658,0.17534
CD31,All cells,5.5023,0.14997
CD31,All cells,5.5388,0.12721
CD31,All cells,5.5753,0.10701
CD31,All cells,5.6119,0.08928
CD31,All cells,5.6484,0.07386
CD31,All cells,5.6849,0.0606
CD31,All cells,5.7215,0.0493
CD31,All cells,5.758,0.03978
CD31,All cells,5.7945,0.03183
CD31,All cells,5.8311,0.02526
CD31,All cells,5.8676,0.01988
CD31,All cells,5.9041,0.01551
CD31,All cells,5.9406,0.01201
CD31,All cells,5.9772,0.00922
CD31,All cells,6.0137,0.00701
CD31,All cells,6.0502,0.00529
CD31,All cells,6.0868,0.00396
CD31,All cells,6.1233,0.00294
CD31,All cells,6.1598,0.00217
CD31,All cells,6.1963,0.00158
CD31,All cells,6.2329,0.00114
CD31,All cells,6.2694,0.00082
CD31,All cells,6.3059,0.00059
CD31,All cells,6.3425,0.00041
CD31,All cells,6.379,0.00029
CD31,All cells,6.4155,0.0002
CD31,All cells,6.4521,0.00014
CD31,All cells,6.4886,9e-05
CD31,All cells,6.5251,6e-05
CD31,All cells,6.5616,4e-05
CD31,All cells,6.5982,3e-05
CD31,All cells,6.6347,2e-05
CD31,All cells,6.6712,1e-05
CD31,All cells,6.7078,1e-05
CD31,All cells,6.7443,1e-05
CD31,All cells,6.7808,0.0
CD31,All cells,6.8174,0.0
CD31,All cells,6.8539,0.0
CD31,All cells,6.8904,0.0
CD31,All cells,6.9269,0.0
CD31,All cells,6.9635,0.0
CD31,All cells,7.0,0.0
CD8,c1,-1.0,0.0
CD8,c1,-0.9635,0.0
CD8,c1,-0.9269,0.0
CD8,c1,-0.8904,0.0
CD8,c1,-0.8539,0.0
CD8,c1,-0.8174,1e-05
CD8,c1,-0.7808,1e-05
CD8,c1,-0.7443,2e-05
CD8,c1,-0.7078,2e-05
CD8,c1,-0.6712,3e-05
CD8,c1,-0.6347,5e-05
CD8,c1,-0.5982,7e-05
CD8,c1,-0.5616,0.0001
CD8,c1,-0.5251,0.00014
CD8,c1,-0.4886,0.0002
CD8,c1,-0.4521,0.00028
CD8,c1,-0.4155,0.00039
CD8,c1,-0.379,0.00053
CD8,c1,-0.3425,0.00073
CD8,c1,-0.3059,0.00099
CD8,c1,-0.2694,0.00132
CD8,c1,-0.2329,0.00176
CD8,c1,-0.1963,0.00232
CD8,c1,-0.1598,0.00303
CD8,c1,-0.1233,0.00393
CD8,c1,-0.0868,0.00505
CD8,c1,-0.0502,0.00645
CD8,c1,-0.0137,0.00816
CD8,c1,0.0228,0.01024
CD8,c1,0.0594,0.01275
CD8,c1,0.0959,0.01574
CD8,c1,0.1324,0.01927
CD8,c1,0.1689,0.02339
CD8,c1,0.2055,0.02817
CD8,c1,0.242,0.03365
CD8,c1,0.2785,0.03985
CD8,c1,0.3151,0.04682
CD8,c1,0.3516,0.05455
CD8,c1,0.3881,0.06303
CD8,c1,0.4247,0.07224
CD8,c1,0.4612,0.08212
CD8,c1,0.4977,0.09259
CD8,c1,0.5342,0.10355
CD8,c1,0.5708,0.11486
CD8,c1,0.6073,0.12639
CD8,c1,0.6438,0.13796
CD8,c1,0.6804,0.14939
CD8,c1,0.7169,0.16049
CD8,c1,0.7534,0.17107
CD8,c1,0.79,0.18093
CD8,c1,0.8265,0.1899
CD8,c1,0.863,0.19783
CD8,c1,0.8995,0.20457
CD8,c1,0.9361,0.21003
CD8,c1,0.9726,0.21415
CD8,c1,1.0091,0.21691
CD8,c1,1.0457,0.21833
CD8,c1,1.0822,0.21848
CD8,c1,1.1187,0.21747
CD8,c1,1.1553,0.21544
CD8,c1,1.1918,0.2126
CD8,c1,1.2283,0.20913
CD8,c1,1.2648,0.2053
CD8,c1,1.3014,0.20135
CD8,c1,1.3379,0.19754
CD8,c1,1.3744,0.19413
CD8,c1,1.411,0.19138
CD8,c1,1.4475,0.18954
CD8,c1,1.484,0.18883
CD8,c1,1.5205,0.18945
CD8,c1,1.5571,0.19158
CD8,c1,1.5936,0.19537
CD8,c1,1.6301,0.20095
CD8,c1,1.6667,0.20841
CD8,c1,1.7032,0.21781
CD8,c1,1.7397,0.2292
CD8,c1,1.7763,0.2426
CD8,c1,1.8128,0.258
CD8,c1,1.8493,0.27537
CD8,c1,1.8858,0.29468
CD8,c1,1.9224,0.31586
CD8,c1,1.9589,0.33885
CD8,c1,1.9954,0.36356
CD8,c1,2.032,0.38989
CD8,c1,2.0685,0.41775
CD8,c1,2.105,0.44701
CD8,c1,2.1416,0.47755
CD8,c1,2.1781,0.50923
CD8,c1,2.2146,0.54191
CD8,c1,2.2511,0.57545
CD8,c1,2.2877,0.60966
CD8,c1,2.3242,0.64439
CD8,c1,2.3607,0.67946
CD8,c1,2.3973,0.71468
CD8,c1,2.4338,0.74985
CD8,c1,2.4703,0.78477
CD8,c1,2.5068,0.81924
CD8,c1,2.5434,0.85306
CD8,c1,2.5799,0.886
CD8,c1,2.6164,0.91786
CD8,c1,2.653,0.94844
CD8,c1,2.6895,0.97751
CD8,c1,2.726,1.0049
CD8,c1,2.7626,1.0304
CD8,c1,2.7991,1.05383
CD8,c1,2.8356,1.07503
CD8,c1,2.8721,1.09384
CD8,c1,2.9087,1.11011
CD8,c1,2.9452,1.12373
CD8,c1,2.9817,1.13459
CD8,c1,3.0183,1.14261
CD8,c1,3.0548,1.14774
CD8,c1,3.0913,1.14992
CD8,c1,3.1279,1.14914
CD8,c1,3.1644,1.14541
CD8,c1,3.2009,1.13876
CD8,c1,3.2374,1.12924
CD8,c1,3.274,1.11691
CD8,c1,3.3105,1.10189
CD8,c1,3.347,1.08427
CD8,c1,3.3836,1.06418
CD8,c1,3.4201,1.04179
CD8,c1,3.4566,1.01724
CD8,c1,3.4932,0.99072
CD8,c1,3.5297,0.96241
CD8,c1,3.5662,0.93251
CD8,c1,3.6027,0.90121
CD8,c1,3.6393,0.86873
CD8,c1,3.6758,0.83526
CD8,c1,3.7123,0.80101
CD8,c1,3.7489,0.7662
CD8,c1,3.7854,0.73101
CD8,c1,3.8219,0.69565
CD8,c1,3.8584,0.6603
CD8,c1,3.895,0.62513
CD8,c1,3.9315,0.59031
CD8,c1,3.968,0.556
CD8,c1,4.0046,0.52234
CD8,c1,4.0411,0.48945
CD8,c1,4.0776,0.45746
CD8,c1,4.1142,0.42646
CD8,c1,4.1507,0.39653
CD8,c1,4.1872,0.36776
CD8,c1,4.2237,0.3402
CD8,c1,4.2603,0.3139
CD8,c1,4.2968,0.28888
CD8,c1,4.3333,0.26518
CD8,c1,4.3699,0.24279
CD8,c1,4.4064,0.22172
CD8,c1,4.4429,0.20196
CD8,c1,4.4795,0.18349
CD8,c1,4.516,0.16628
CD8,c1,4.5525,0.1503
CD8,c1,4.589,0.1355
CD8,c1,4.6256,0.12185
CD8,c1,4.6621,0.10929
CD8,c1,4.6986,0.09777
CD8,c1,4.7352,0.08724
CD8,c1,4.7717,0.07765
CD8,c1,4.8082,0.06893
CD8,c1,4.8447,0.06103
CD8,c1,4.8813,0.0539
CD8,c1,4.9178,0.04748
CD8,c1,4.9543,0.04172
CD8,c1,4.9909,0.03656
CD8,c1,5.0274,0.03196
CD8,c1,5.0639,0.02787
CD8,c1,5.1005,0.02423
CD8,c1,5.137,0.02102
CD8,c1,5.1735,0.01819
CD8,c1,5.21,0.01569
CD8,c1,5.2466,0.01351
CD8,c1,5.2831,0.0116
CD8,c1,5.3196,0.00993
CD8,c1,5.3562,0.00848
CD8,c1,5.3927,0.00723
CD8,c1,5.4292,0.00614
CD8,c1,5.4658,0.0052
CD8,c1,5.5023,0.0044
CD8,c1,5.5388,0.00371
CD8,c1,5.5753,0.00312
CD8,c1,5.6119,0.00262
CD8,c1,5.6484,0.00219
CD8,c1,5.6849,0.00183
CD8,c1,5.7215,0.00152
CD8,c1,5.758,0.00126
CD8,c1,5.7945,0.00105
CD8,c1,5.8311,0.00086
CD8,c1,5.8676,0.00071
CD8,c1,5.9041,0.00058
CD8,c1,5.9406,0.00048
CD8,c1,5.9772,0.00039
CD8,c1,6.0137,0.00032
CD8,c1,6.0502,0.00026
CD8,c1,6.0868,0.00021
CD8,c1,6.1233,0.00017
CD8,c1,6.1598,0.00014
CD8,c1,6.1963,0.00011
CD8,c1,6.2329,9e-05
CD8,c1,6.2694,7e-05
CD8,c1,6.3059,6e-05
CD8,c1,6.3425,5e-05
CD8,c1,6.379,4e-05
CD8,c1,6.4155,3e-05
CD8,c1,6.4521,2e-05
CD8,c1,6.4886,2e-05
CD8,c1,6.5251,1e-05
CD8,c1,6.5616,1e-05
CD8,c1,6.5982,1e-05
CD8,c1,6.6347,1e-05
CD8,c1,6.6712,1e-05
CD8,c1,6.7078,0.0
CD8,c1,6.7443,0.0
CD8,c1,6.7808,0.0
CD8,c1,6.8174,0.0
CD8,c1,6.8539,0.0
CD8,c1,6.8904,0.0
CD8,c1,6.9269,0.0
CD8,c1,6.9635,0.0
CD8,c1,7.0,0.0
CD8,c2,-1.0,0.0
CD8,c2,-0.9635,0.0
CD8,c2,-0.9269,0.0
CD8,c2,-0.8904,0.0
CD8,c2,-0.8539,0.0
CD8,c2,-0.8174,0.0
CD8,c2,-0.7808,0.0
CD8,c2,-0.7443,0.0
CD8,c2,-0.7078,0.0
CD8,c2,-0.6712,0.0
CD8,c2,-0.6347,0.0
CD8,c2,-0.5982,0.0
CD8,c2,-0.5616,0.0
CD8,c2,-0.5251,0.0
CD8,c2,-0.4886,0.0
CD8,c2,-0.4521,0.0
CD8,c2,-0.4155,0.0
CD8,c2,-0.379,0.0
CD8,c2,-0.3425,0.0
CD8,c2,-0.3059,0.0
CD8,c2,-0.2694,0.0
CD8,c2,-0.2329,0.0
CD8,c2,-0.1963,0.0
CD8,c2,-0.1598,0.0
CD8,c2,-0.1233,0.0
CD8,c2,-0.0868,0.0
CD8,c2,-0.0502,0.0
CD8,c2,-0.0137,0.0
CD8,c2,0.0228,0.0
CD8,c2,0.0594,0.0
CD8,c2,0.0959,0.0
CD8,c2,0.1324,0.0
CD8,c2,0.1689,0.0
CD8,c2,0.2055,0.0
CD8,c2,0.242,0.0
CD8,c2,0.2785,0.0
CD8,c2,0.3151,0.0
CD8,c2,0.3516,0.0
CD8,c2,0.3881,0.0
CD8,c2,0.4247,0.0
CD8,c2,0.4612,1e-05
CD8,c2,0.4977,1e-05
CD8,c2,0.5342,1e-05
CD8,c2,0.5708,2e-05
CD8,c2,0.6073,3e-05
CD8,c2,0.6438,4e-05
CD8,c2,0.6804,5e-05
CD8,c2,0.7169,7e-05
CD8,c2,0.7534,0.0001
CD8,c2,0.79,0.00015
CD8,c2,0.8265,0.00021
CD8,c2,0.863,0.00029
CD8,c2,0.8995,0.0004
CD8,c2,0.9361,0.00055
CD8,c2,0.9726,0.00075
CD8,c2,1.0091,0.00103
CD8,c2,1.0457,0.00139
CD8,c2,1.0822,0.00188
CD8,c2,1.1187,0.00252
CD8,c2,1.1553,0.00336
CD8,c2,1.1918,0.00445
CD8,c2,1.2283,0.00586
CD8,c2,1.2648,0.00768
CD8,c2,1.3014,0.00999
CD8,c2,1.3379,0.01291
CD8,c2,1.3744,0.01657
CD8,c2,1.411,0.02114
CD8,c2,1.4475,0.0268
CD8,c2,1.484,0.03374
CD8,c2,1.5205,0.0422
CD8,c2,1.5571,0.05244
CD8,c2,1.5936,0.06473
CD8,c2,1.6301,0.07938
CD8,c2,1.6667,0.09668
CD8,c2,1.7032,0.11697
CD8,c2,1.7397,0.14058
CD8,c2,1.7763,0.16782
CD8,c2,1.8128,0.199
CD8,c2,1.8493,0.23438
CD8,c2,1.8858,0.27422
CD8,c2,1.9224,0.31866
CD8,c2,1.9589,0.36783
CD8,c2,1.9954,0.42175
CD8,c2,2.032,0.48032
CD8,c2,2.0685,0.54337
CD8,c2,2.105,0.61059
CD8,c2,2.1416,0.68154
CD8,c2,2.1781,0.75566
CD8,c2,2.2146,0.83228
CD8,c2,2.2511,0.91059
CD8,c2,2.2877,0.98968
CD8,c2,2.3242,1.06856
CD8,c2,2.3607,1.14615
CD8,c2,2.3973,1.22135
CD8,c2,2.4338,1.29303
CD8,c2,2.4703,1.36008
CD8,c2,2.5068,1.42145
CD8,c2,2.5434,1.47616
CD8,c2,2.5799,1.52333
CD8,c2,2.6164,1.56224
CD8,c2,2.653,1.59231
CD8,c2,2.6895,1.61316
CD8,c2,2.726,1.62459
CD8,c2,2.7626,1.62659
CD8,c2,2.7991,1.61935
CD8,c2,2.8356,1.60326
CD8,c2,2.8721,1.57886
CD8,c2,2.9087,1.54686
CD8,c2,2.9452,1.50808
CD8,c2,2.9817,1.46345
CD8,c2,3.0183,1.41395
CD8,c2,3.0548,1.36062
CD8,c2,3.0913,1.30448
CD8,c2,3.1279,1.24653
CD8,c2,3.1644,1.18773
CD8,c2,3.2009,1.12896
CD8,c2,3.2374,1.07098
CD8,c2,3.274,1.01447
CD8,c2,3.3105,0.96
CD8,c2,3.347,0.908
CD8,c2,3.3836,0.85878
CD8,c2,3.4201,0.81255
CD8,c2,3.4566,0.76942
CD8,c2,3.4932,0.72938
CD8,c2,3.5297,0.69235
CD8,c2,3.5662,0.6582
CD8,c2,3.6027,0.62673
CD8,c2,3.6393,0.59769
CD8,c2,3.6758,0.57084
CD8,c2,3.7123,0.5459
CD8,c2,3.7489,0.52261
CD8,c2,3.7854,0.5007
CD8,c2,3.8219,0.47992
CD8,c2,3.8584,0.46007
CD8,c2,3.895,0.44094
CD8,c2,3.9315,0.42237
CD8,c2,3.968,0.40422
CD8,c2,4.0046,0.38639
CD8,c2,4.0411,0.3688
CD8,c2,4.0776,0.3514
CD8,c2,4.1142,0.33417
CD8,c2,4.1507,0.3171
CD8,c2,4.1872,0.30019
CD8,c2,4.2237,0.28348
CD8,c2,4.2603,0.26699
CD8,c2,4.2968,0.25078
CD8,c2,4.3333,0.23488
CD8,c2,4.3699,0.21935
CD8,c2,4.4064,0.20424
CD8,c2,4.4429,0.1896
CD8,c2,4.4795,0.17546
CD8,c2,4.516,0.16188
CD8,c2,4.5525,0.14888
CD8,c2,4.589,0.13648
CD8,c2,4.6256,0.12473
CD8,c2,4.6621,0.11362
CD8,c2,4.6986,0.10317
CD8,c2,4.7352,0.09337
CD8,c2,4.7717,0.08424
CD8,c2,4.8082,0.07575
CD8,c2,4.8447,0.0679
CD8,c2,4.8813,0.06066
CD8,c2,4.9178,0.05402
CD8,c2,4.9543,0.04795
CD8,c2,4.9909,0.04243
CD8,c2,5.0274,0.03742
CD8,c2,5.0639,0.03289
CD8,c2,5.1005,0.02882
CD8,c2,5.137,0.02517
CD8,c2,5.1735,0.02191
CD8,c2,5.21,0.01901
CD8,c2,5.2466,0.01644
CD8,c2,5.2831,0.01417
CD8,c2,5.3196,0.01218
CD8,c2,5.3562,0.01043
CD8,c2,5.3927,0.0089
CD8,c2,5.4292,0.00757
CD8,c2,5.4658,0.00642
CD8,c2,5.5023,0.00543
CD8,c2,5.5388,0.00458
CD8,c2,5.5753,0.00384
CD8,c2,5.6119,0.00322
CD8,c2,5.6484,0.00268
CD8,c2,5.6849,0.00223
CD8,c2,5.7215,0.00185
CD8,c2,5.758,0.00153
CD8,c2,5.7945,0.00126
CD8,c2,5.8311,0.00103
CD8,c2,5.8676,0.00085
CD8,c2,5.9041,0.00069
CD8,c2,5.9406,0.00056
CD8,c2,5.9772,0.00045
CD8,c2,6.0137,0.00037
CD8,c2,6.0502,0.0003
CD8,c2,6.0868,0.00024
CD8,c2,6.1233,0.00019
CD8,c2,6.1598,0.00015
CD8,c2,6.1963,0.00012
CD8,c2,6.2329,0.0001
CD8,c2,6.2694,8e-05
CD8,c2,6.3059,6e-05
CD8,c2,6.3425,5e-05
CD8,c2,6.379,4e-05
CD8,c2,6.4155,3e-05
CD8,c2,6.4521,2e-05
CD8,c2,6.4886,2e-05
CD8,c2,6.5251,1e-05
CD8,c2,6.5616,1e-05
CD8,c2,6.5982,1e-05
CD8,c2,6.6347,1e-05
CD8,c2,6.6712,0.0
CD8,c2,6.7078,0.0
CD8,c2,6.7443,0.0
CD8,c2,6.7808,0.0
CD8,c2,6.8174,0.0
CD8,c2,6.8539,0.0
CD8,c2,6.8904,0.0
CD8,c2,6.9269,0.0
CD8,c2,6.9635,0.0
CD8,c2,7.0,0.0
CD8,c3,-1.0,0.0
CD8,c3,-0.9635,0.0
CD8,c3,-0.9269,0.0
CD8,c3,-0.8904,0.0
CD8,c3,-0.8539,0.0
CD8,c3,-0.8174,0.0
CD8,c3,-0.7808,0.0
CD8,c3,-0.7443,0.0
CD8,c3,-0.7078,0.0
CD8,c3,-0.6712,0.0
CD8,c3,-0.6347,0.0
CD8,c3,-0.5982,0.0
CD8,c3,-0.5616,0.0
CD8,c3,-0.5251,0.0
CD8,c3,-0.4886,0.0
CD8,c3,-0.4521,1e-05
CD8,c3,-0.4155,1e-05
CD8,c3,-0.379,2e-05
CD8,c3,-0.3425,2e-05
CD8,c3,-0.3059,3e-05
CD8,c3,-0.2694,5e-05
CD8,c3,-0.2329,6e-05
CD8,c3,-0.1963,9e-05
CD8,c3,-0.1598,0.00013
CD8,c3,-0.1233,0.00018
CD8,c3,-0.0868,0.00025
CD8,c3,-0.0502,0.00034
CD8,c3,-0.0137,0.00046
CD8,c3,0.0228,0.00063
CD8,c3,0.0594,0.00084
CD8,c3,0.0959,0.00113
CD8,c3,0.1324,0.00151
CD8,c3,0.1689,0.00199
CD8,c3,0.2055,0.00262
CD8,c3,0.242,0.00342
CD8,c3,0.2785,0.00443
CD8,c3,0.3151,0.0057
CD8,c3,0.3516,0.0073
CD8,c3,0.3881,0.00928
CD8,c3,0.4247,0.01172
CD8,c3,0.4612,0.0147
CD8,c3,0.4977,0.01832
CD8,c3,0.5342,0.02269
CD8,c3,0.5708,0.02791
CD8,c3,0.6073,0.0341
CD8,c3,0.6438,0.04139
CD8,c3,0.6804,0.04992
CD8,c3,0.7169,0.05981
CD8,c3,0.7534,0.07118
CD8,c3,0.79,0.08417
CD8,c3,0.8265,0.09887
CD8,c3,0.863,0.11537
CD8,c3,0.8995,0.13376
CD8,c3,0.9361,0.15405
CD8,c3,0.9726,0.17626
CD8,c3,1.0091,0.20036
CD8,c3,1.0457,0.22626
CD8,c3,1.0822,0.25384
CD8,c3,1.1187,0.28294
CD8,c3,1.1553,0.31331
CD8,c3,1.1918,0.34469
CD8,c3,1.2283,0.37675
CD8,c3,1.2648,0.40913
CD8,c3,1.3014,0.44143
CD8,c3,1.3379,0.47322
CD8,c3,1.3744,0.50405
CD8,c3,1.411,0.53348
CD8,c3,1.4475,0.56106
CD8,c3,1.484,0.58636
CD8,c3,1.5205,0.60901
CD8,c3,1.5571,0.62865
CD8,c3,1.5936,0.64501
CD8,c3,1.6301,0.65787
CD8,c3,1.6667,0.6671
CD8,c3,1.7032,0.67266
CD8,c3,1.7397,0.67458
CD8,c3,1.7763,0.673
CD8,c3,1.8128,0.66813
CD8,c3,1.8493,0.66029
CD8,c3,1.8858,0.64984
CD8,c3,1.9224,0.63724
CD8,c3,1.9589,0.62297
CD8,c3,1.9954,0.60759
CD8,c3,2.032,0.59163
CD8,c3,2.0685,0.57569
CD8,c3,2.105,0.56031
CD8,c3,2.1416,0.54605
CD8,c3,2.1781,0.53341
CD8,c3,2.2146,0.52284
CD8,c3,2.2511,0.51476
CD8,c3,2.2877,0.50949
CD8,c3,2.3242,0.50731
CD8,c3,2.3607,0.50838
CD8,c3,2.3973,0.51281
CD8,c3,2.4338,0.52063
CD8,c3,2.4703,0.53176
CD8,c3,2.5068,0.54608
CD8,c3,2.5434,0.56338
CD8,c3,2.5799,0.58338
CD8,c3,2.6164,0.60575
CD8,c3,2.653,0.63011
CD8,c3,2.6895,0.65603
CD8,c3,2.726,0.68306
CD8,c3,2.7626,0.71072
CD8,c3,2.7991,0.73852
CD8,c3,2.8356,0.76597
CD8,c3,2.8721,0.79259
CD8,c3,2.9087,0.81791
CD8,c3,2.9452,0.84149
CD8,c3,2.9817,0.86293
CD8,c3,3.0183,0.88187
CD8,c3,3.0548,0.898
CD8,c3,3.0913,0.91109
CD8,c3,3.1279,0.92093
CD8,c3,3.1644,0.92743
CD8,c3,3.2009,0.93055
CD8,c3,3.2374,0.93031
CD8,c3,3.274,0.92684
CD8,c3,3.3105,0.92033
CD8,c3,3.347,0.91103
CD8,c3,3.3836,0.89928
CD8,c3,3.4201,0.88547
CD8,c3,3.4566,0.87005
CD8,c3,3.4932,0.85352
CD8,c3,3.5297,0.83639
CD8,c3,3.5662,0.81921
CD8,c3,3.6027,0.80251
CD8,c3,3.6393,0.78684
CD8,c3,3.6758,0.77267
CD8,c3,3.7123,0.76046
CD8,c3,3.7489,0.75057
CD8,c3,3.7854,0.74331
CD8,c3,3.8219,0.73885
CD8,c3,3.8584,0.73728
CD8,c3,3.895,0.73856
CD8,c3,3.9315,0.74252
CD8,c3,3.968,0.74889
CD8,c3,4.0046,0.75727
CD8,c3,4.0411,0.76714
CD8,c3,4.0776,0.77791
CD8,c3,4.1142,0.78891
CD8,c3,4.1507,0.79943
CD8,c3,4.1872,0.80874
CD8,c3,4.2237,0.81611
CD8,c3,4.2603,0.82087
CD8,c3,4.2968,0.82239
CD8,c3,4.3333,0.82016
CD8,c3,4.3699,0.81376
CD8,c3,4.4064,0.8029
CD8,c3,4.4429,0.78745
CD8,c3,4.4795,0.76741
CD8,c3,4.516,0.74292
CD8,c3,4.5525,0.71426
CD8,c3,4.589,0.68183
CD8,c3,4.6256,0.64614
CD8,c3,4.6621,0.60777
CD8,c3,4.6986,0.56735
CD8,c3,4.7352,0.52556
CD8,c3,4.7717,0.48307
CD8,c3,4.8082,0.44053
CD8,c3,4.8447,0.39856
CD8,c3,4.8813,0.35772
CD8,c3,4.9178,0.31849
CD8,c3,4.9543,0.28129
CD8,c3,4.9909,0.24642
CD8,c3,5.0274,0.21412
CD8,c3,5.0639,0.18454
CD8,c3,5.1005,0.15775
CD8,c3,5.137,0.13375
CD8,c3,5.1735,0.11247
CD8,c3,5.21,0.0938
CD8,c3,5.2466,0.07758
CD8,c3,5.2831,0.06364
CD8,c3,5.3196,0.05178
CD8,c3,5.3562,0.04178
CD8,c3,5.3927,0.03343
CD8,c3,5.4292,0.02653
CD8,c3,5.4658,0.02088
CD8,c3,5.5023,0.0163
CD8,c3,5.5388,0.01262
CD8,c3,5.5753,0.00969
CD8,c3,5.6119,0.00738
CD8,c3,5.6484,0.00557
CD8,c3,5.6849,0.00417
CD8,c3,5.7215,0.0031
CD8,c3,5.758,0.00228
CD8,c3,5.7945,0.00167
CD8,c3,5.8311,0.00121
CD8,c3,5.8676,0.00087
CD8,c3,5.9041,0.00062
CD8,c3,5.9406,0.00044
CD8,c3,5.9772,0.00031
CD8,c3,6.0137,0.00021
CD8,c3,6.0502,0.00015
CD8,c3,6.0868,0.0001
CD8,c3,6.1233,7e-05
CD8,c3,6.1598,5e-05
CD8,c3,6.1963,3e-05
CD8,c3,6.2329,2e-05
CD8,c3,6.2694,1e-05
CD8,c3,6.3059,1e-05
CD8,c3,6.3425,1e-05
CD8,c3,6.379,0.0
CD8,c3,6.4155,0.0
CD8,c3,6.4521,0.0
CD8,c3,6.4886,0.0
CD8,c3,6.5251,0.0
CD8,c3,6.5616,0.0
CD8,c3,6.5982,0.0
CD8,c3,6.6347,0.0
CD8,c3,6.6712,0.0
CD8,c3,6.7078,0.0
CD8,c3,6.7443,0.0
CD8,c3,6.7808,0.0
CD8,c3,6.8174,0.0
CD8,c3,6.8539,0.0
CD8,c3,6.8904,0.0
CD8,c3,6.9269,0.0
CD8,c3,6.9635,0.0
CD8,c3,7.0,0.0
CD8,c4,-1.0,0.0
CD8,c4,-0.9635,0.0
CD8,c4,-0.9269,0.0
CD8,c4,-0.8904,0.0
CD8,c4,-0.8539,0.0
CD8,c4,-0.8174,0.0
CD8,c4,-0.7808,0.0
CD8,c4,-0.7443,0.0
CD8,c4,-0.7078,0.0
CD8,c4,-0.6712,0.0
CD8,c4,-0.6347,0.0
