marker,group,condition,x,density
IL2,LT-ILC1,−,0.5352,0.24997
IL2,LT-ILC1,−,0.5662,0.26526
IL2,LT-ILC1,−,0.5973,0.28075
IL2,LT-ILC1,−,0.6283,0.29637
IL2,LT-ILC1,−,0.6594,0.31212
IL2,LT-ILC1,−,0.6904,0.32796
IL2,LT-ILC1,−,0.7215,0.34387
IL2,LT-ILC1,−,0.7525,0.35986
IL2,LT-ILC1,−,0.7836,0.37592
IL2,LT-ILC1,−,0.8146,0.39208
IL2,LT-ILC1,−,0.8457,0.40835
IL2,LT-ILC1,−,0.8767,0.42478
IL2,LT-ILC1,−,0.9078,0.44141
IL2,LT-ILC1,−,0.9388,0.45829
IL2,LT-ILC1,−,0.9699,0.47548
IL2,LT-ILC1,−,1.0009,0.49306
IL2,LT-ILC1,−,1.032,0.51109
IL2,LT-ILC1,−,1.063,0.52963
IL2,LT-ILC1,−,1.0941,0.54877
IL2,LT-ILC1,−,1.1251,0.56855
IL2,LT-ILC1,−,1.1562,0.58903
IL2,LT-ILC1,−,1.1872,0.61024
IL2,LT-ILC1,−,1.2183,0.63221
IL2,LT-ILC1,−,1.2493,0.65494
IL2,LT-ILC1,−,1.2804,0.67841
IL2,LT-ILC1,−,1.3114,0.70259
IL2,LT-ILC1,−,1.3425,0.7274
IL2,LT-ILC1,−,1.3735,0.75274
IL2,LT-ILC1,−,1.4046,0.77851
IL2,LT-ILC1,−,1.4356,0.80454
IL2,LT-ILC1,−,1.4667,0.83066
IL2,LT-ILC1,−,1.4977,0.85666
IL2,LT-ILC1,−,1.5288,0.88234
IL2,LT-ILC1,−,1.5598,0.90744
IL2,LT-ILC1,−,1.5909,0.93172
IL2,LT-ILC1,−,1.6219,0.95491
IL2,LT-ILC1,−,1.653,0.97675
IL2,LT-ILC1,−,1.684,0.99701
IL2,LT-ILC1,−,1.7151,1.01545
IL2,LT-ILC1,−,1.7461,1.03188
IL2,LT-ILC1,−,1.7772,1.04616
IL2,LT-ILC1,−,1.8082,1.05821
IL2,LT-ILC1,−,1.8393,1.06802
IL2,LT-ILC1,−,1.8703,1.07568
IL2,LT-ILC1,−,1.9014,1.08136
IL2,LT-ILC1,−,1.9324,1.0853
IL2,LT-ILC1,−,1.9635,1.08785
IL2,LT-ILC1,−,1.9945,1.08936
IL2,LT-ILC1,−,2.0256,1.0902
IL2,LT-ILC1,−,2.0566,1.09067
IL2,LT-ILC1,−,2.0877,1.09095
IL2,LT-ILC1,−,2.1187,1.09103
IL2,LT-ILC1,−,2.1498,1.09066
IL2,LT-ILC1,−,2.1808,1.08934
IL2,LT-ILC1,−,2.2119,1.08628
IL2,LT-ILC1,−,2.2429,1.08049
IL2,LT-ILC1,−,2.274,1.07084
IL2,LT-ILC1,−,2.305,1.05617
IL2,LT-ILC1,−,2.3361,1.03544
IL2,LT-ILC1,−,2.3671,1.00788
IL2,LT-ILC1,−,2.3982,0.97306
IL2,LT-ILC1,−,2.4292,0.93102
IL2,LT-ILC1,−,2.4603,0.88228
IL2,LT-ILC1,−,2.4913,0.82779
IL2,LT-ILC1,−,2.5224,0.76888
IL2,LT-ILC1,−,2.5534,0.70712
IL2,LT-ILC1,−,2.5845,0.64418
IL2,LT-ILC1,−,2.6155,0.58169
IL2,LT-ILC1,−,2.6466,0.5211
IL2,LT-ILC1,−,2.6776,0.46359
IL2,LT-ILC1,−,2.7087,0.41006
IL2,LT-ILC1,−,2.7397,0.36104
IL2,LT-ILC1,−,2.7708,0.31678
IL2,LT-ILC1,−,2.8018,0.27726
IL2,LT-ILC1,−,2.8329,0.24229
IL2,LT-ILC1,−,2.8639,0.21151
IL2,LT-ILC1,−,2.895,0.18451
IL2,LT-ILC1,−,2.926,0.16088
IL2,LT-ILC1,−,2.9571,0.14018
IL2,LT-ILC1,−,2.9881,0.12204
IL2,LT-ILC1,−,3.0192,0.10611
IL2,LT-ILC1,−,3.0502,0.0921
IL2,LT-ILC1,−,3.0813,0.07978
IL2,LT-ILC1,−,3.1123,0.06894
IL2,LT-ILC1,−,3.1434,0.05941
IL2,LT-ILC1,−,3.1744,0.05104
IL2,LT-ILC1,−,3.2055,0.0437
IL2,LT-ILC1,−,3.2365,0.03729
IL2,LT-ILC1,−,3.2676,0.03171
IL2,LT-ILC1,−,3.2986,0.02686
IL2,LT-ILC1,−,3.3297,0.02267
IL2,LT-ILC1,−,3.3607,0.01906
IL2,LT-ILC1,−,3.3918,0.01596
IL2,LT-ILC1,−,3.4228,0.01332
IL2,LT-ILC1,−,3.4539,0.01107
IL2,LT-ILC1,−,3.4849,0.00917
IL2,LT-ILC1,−,3.516,0.00756
IL2,LT-ILC1,−,3.547,0.00621
IL2,LT-ILC1,−,3.5781,0.00509
IL2,LT-ILC1,−,3.6091,0.00415
IL2,LT-ILC1,−,3.6402,0.00337
IL2,LT-ILC1,−,3.6712,0.00272
IL2,LT-ILC1,−,3.7023,0.0022
IL2,LT-ILC1,−,3.7333,0.00176
IL2,LT-ILC1,−,3.7644,0.00141
IL2,LT-ILC1,−,3.7954,0.00112
IL2,LT-ILC1,−,3.8265,0.00089
IL2,LT-ILC1,−,3.8575,0.0007
IL2,LT-ILC1,−,3.8886,0.00056
IL2,LT-ILC1,−,3.9196,0.00044
IL2,LT-ILC1,−,3.9507,0.00034
IL2,LT-ILC1,−,3.9817,0.00026
IL2,LT-ILC1,−,4.0128,0.00021
IL2,LT-ILC1,−,4.0438,0.00016
IL2,LT-ILC1,−,4.0749,0.00012
IL2,LT-ILC1,−,4.1059,9e-05
IL2,LT-ILC1,−,4.137,7e-05
IL2,LT-ILC1,−,4.168,5e-05
IL2,LT-ILC1,−,4.1991,4e-05
IL2,LT-ILC1,−,4.2301,3e-05
IL2,LT-ILC1,−,4.2612,2e-05
IL2,LT-ILC1,−,4.2922,2e-05
IL2,LT-ILC1,−,4.3233,1e-05
IL2,LT-ILC1,−,4.3543,1e-05
IL2,LT-ILC1,−,4.3854,1e-05
IL2,LT-ILC1,−,4.4164,1e-05
IL2,LT-ILC1,−,4.4475,0.0
IL2,LT-ILC1,−,4.4785,0.0
IL2,LT-ILC1,−,4.5096,0.0
IL2,LT-ILC1,−,4.5406,0.0
IL2,LT-ILC1,−,4.5717,0.0
IL2,LT-ILC1,−,4.6027,0.0
IL2,LT-ILC1,−,4.6338,0.0
IL2,LT-ILC1,−,4.6648,0.0
IL2,LT-ILC1,−,4.6959,0.0
IL2,LT-ILC1,−,4.7269,0.0
IL2,LT-ILC1,−,4.758,0.0
IL2,LT-ILC1,−,4.789,0.0
IL2,LT-ILC1,−,4.8201,0.0
IL2,LT-ILC1,−,4.8511,0.0
IL2,LT-ILC1,−,4.8822,0.0
IL2,LT-ILC1,−,4.9132,0.0
IL2,LT-ILC1,−,4.9443,0.0
IL2,LT-ILC1,−,4.9753,0.0
IL2,LT-ILC1,−,5.0064,0.0
IL2,LT-ILC1,−,5.0374,0.0
IL2,LT-ILC1,−,5.0685,0.0
IL2,LT-ILC1,−,5.0995,0.0
IL2,LT-ILC1,−,5.1306,0.0
IL2,LT-ILC1,−,5.1616,0.0
IL2,LT-ILC1,−,5.1927,0.0
IL2,LT-ILC1,−,5.2237,0.0
IL2,LT-ILC1,−,5.2548,0.0
IL2,LT-ILC1,−,5.2858,0.0
IL2,LT-ILC1,−,5.3169,0.0
IL2,LT-ILC1,−,5.3479,0.0
IL2,LT-ILC1,−,5.379,0.0
IL2,LT-ILC1,−,5.41,0.0
IL2,LT-ILC1,−,5.4411,0.0
IL2,LT-ILC1,−,5.4721,0.0
IL2,LT-ILC1,−,5.5032,0.0
IL2,LT-ILC1,−,5.5342,0.0
IL2,LT-ILC1,−,5.5653,0.0
IL2,LT-ILC1,−,5.5963,0.0
IL2,LT-ILC1,−,5.6274,0.0
IL2,LT-ILC1,−,5.6584,0.0
IL2,LT-ILC1,−,5.6895,0.0
IL2,LT-ILC1,−,5.7205,0.0
IL2,LT-ILC1,−,5.7516,0.0
IL2,LT-ILC1,−,5.7826,0.0
IL2,LT-ILC1,−,5.8137,0.0
IL2,LT-ILC1,−,5.8447,0.0
IL2,LT-ILC1,−,5.8758,0.0
IL2,LT-ILC1,−,5.9068,0.0
IL2,LT-ILC1,−,5.9379,0.0
IL2,LT-ILC1,−,5.9689,0.0
IL2,LT-ILC1,−,6.0,0.0
IL2,LT-ILC1,+,-0.8,0.0
IL2,LT-ILC1,+,-0.7689,0.0
IL2,LT-ILC1,+,-0.7379,0.0
IL2,LT-ILC1,+,-0.7068,0.0
IL2,LT-ILC1,+,-0.6758,0.0
IL2,LT-ILC1,+,-0.6447,0.0
IL2,LT-ILC1,+,-0.6137,0.0
IL2,LT-ILC1,+,-0.5826,0.0
IL2,LT-ILC1,+,-0.5516,0.0
IL2,LT-ILC1,+,-0.5205,0.0
IL2,LT-ILC1,+,-0.4895,0.0
IL2,LT-ILC1,+,-0.4584,0.0
IL2,LT-ILC1,+,-0.4274,0.0
IL2,LT-ILC1,+,-0.3963,0.0
IL2,LT-ILC1,+,-0.3653,0.0
IL2,LT-ILC1,+,-0.3342,0.0
IL2,LT-ILC1,+,-0.3032,0.0
IL2,LT-ILC1,+,-0.2721,0.0
IL2,LT-ILC1,+,-0.2411,0.0
IL2,LT-ILC1,+,-0.21,0.0
IL2,LT-ILC1,+,-0.179,0.0
IL2,LT-ILC1,+,-0.1479,0.0
IL2,LT-ILC1,+,-0.1169,0.0
IL2,LT-ILC1,+,-0.0858,0.0
IL2,LT-ILC1,+,-0.0548,0.0
IL2,LT-ILC1,+,-0.0237,0.0
IL2,LT-ILC1,+,0.0073,0.0
IL2,LT-ILC1,+,0.0384,0.0
IL2,LT-ILC1,+,0.0694,0.0
IL2,LT-ILC1,+,0.1005,0.0
IL2,LT-ILC1,+,0.1315,0.0
IL2,LT-ILC1,+,0.1626,0.0
IL2,LT-ILC1,+,0.1936,0.0
IL2,LT-ILC1,+,0.2247,0.0
IL2,LT-ILC1,+,0.2557,0.0
IL2,LT-ILC1,+,0.2868,0.0
IL2,LT-ILC1,+,0.3178,0.0
IL2,LT-ILC1,+,0.3489,0.0
IL2,LT-ILC1,+,0.3799,0.0
IL2,LT-ILC1,+,0.411,0.0
IL2,LT-ILC1,+,0.442,0.0
IL2,LT-ILC1,+,0.4731,0.0
IL2,LT-ILC1,+,0.5041,0.0
IL2,LT-ILC1,+,0.5352,0.0
IL2,LT-ILC1,+,0.5662,0.0
IL2,LT-ILC1,+,0.5973,0.0
IL2,LT-ILC1,+,0.6283,0.0
IL2,LT-ILC1,+,0.6594,0.0
IL2,LT-ILC1,+,0.6904,0.0
IL2,LT-ILC1,+,0.7215,0.0
IL2,LT-ILC1,+,0.7525,0.0
IL2,LT-ILC1,+,0.7836,0.0
IL2,LT-ILC1,+,0.8146,0.0
IL2,LT-ILC1,+,0.8457,0.0
IL2,LT-ILC1,+,0.8767,1e-05
IL2,LT-ILC1,+,0.9078,1e-05
IL2,LT-ILC1,+,0.9388,1e-05
IL2,LT-ILC1,+,0.9699,2e-05
IL2,LT-ILC1,+,1.0009,3e-05
IL2,LT-ILC1,+,1.032,4e-05
IL2,LT-ILC1,+,1.063,6e-05
IL2,LT-ILC1,+,1.0941,8e-05
IL2,LT-ILC1,+,1.1251,0.00011
IL2,LT-ILC1,+,1.1562,0.00016
IL2,LT-ILC1,+,1.1872,0.00023
IL2,LT-ILC1,+,1.2183,0.00032
IL2,LT-ILC1,+,1.2493,0.00044
IL2,LT-ILC1,+,1.2804,0.0006
IL2,LT-ILC1,+,1.3114,0.00082
IL2,LT-ILC1,+,1.3425,0.00111
IL2,LT-ILC1,+,1.3735,0.0015
IL2,LT-ILC1,+,1.4046,0.002
IL2,LT-ILC1,+,1.4356,0.00265
IL2,LT-ILC1,+,1.4667,0.0035
IL2,LT-ILC1,+,1.4977,0.00457
IL2,LT-ILC1,+,1.5288,0.00593
IL2,LT-ILC1,+,1.5598,0.00764
IL2,LT-ILC1,+,1.5909,0.00976
IL2,LT-ILC1,+,1.6219,0.01238
IL2,LT-ILC1,+,1.653,0.01558
IL2,LT-ILC1,+,1.684,0.01946
IL2,LT-ILC1,+,1.7151,0.02412
IL2,LT-ILC1,+,1.7461,0.02967
IL2,LT-ILC1,+,1.7772,0.03622
IL2,LT-ILC1,+,1.8082,0.04387
IL2,LT-ILC1,+,1.8393,0.05274
IL2,LT-ILC1,+,1.8703,0.06291
IL2,LT-ILC1,+,1.9014,0.07446
IL2,LT-ILC1,+,1.9324,0.08747
IL2,LT-ILC1,+,1.9635,0.10195
IL2,LT-ILC1,+,1.9945,0.11793
IL2,LT-ILC1,+,2.0256,0.13538
IL2,LT-ILC1,+,2.0566,0.15422
IL2,LT-ILC1,+,2.0877,0.17434
IL2,LT-ILC1,+,2.1187,0.1956
IL2,LT-ILC1,+,2.1498,0.2178
IL2,LT-ILC1,+,2.1808,0.2407
IL2,LT-ILC1,+,2.2119,0.26403
IL2,LT-ILC1,+,2.2429,0.28746
IL2,LT-ILC1,+,2.274,0.31067
IL2,LT-ILC1,+,2.305,0.3333
IL2,LT-ILC1,+,2.3361,0.35501
IL2,LT-ILC1,+,2.3671,0.37544
IL2,LT-ILC1,+,2.3982,0.39426
IL2,LT-ILC1,+,2.4292,0.41118
IL2,LT-ILC1,+,2.4603,0.42594
IL2,LT-ILC1,+,2.4913,0.43834
IL2,LT-ILC1,+,2.5224,0.44825
IL2,LT-ILC1,+,2.5534,0.45559
IL2,LT-ILC1,+,2.5845,0.46036
IL2,LT-ILC1,+,2.6155,0.46264
IL2,LT-ILC1,+,2.6466,0.46258
IL2,LT-ILC1,+,2.6776,0.46038
IL2,LT-ILC1,+,2.7087,0.4563
IL2,LT-ILC1,+,2.7397,0.45067
IL2,LT-ILC1,+,2.7708,0.44382
IL2,LT-ILC1,+,2.8018,0.43614
IL2,LT-ILC1,+,2.8329,0.428
IL2,LT-ILC1,+,2.8639,0.41978
IL2,LT-ILC1,+,2.895,0.41185
IL2,LT-ILC1,+,2.926,0.40455
IL2,LT-ILC1,+,2.9571,0.39817
IL2,LT-ILC1,+,2.9881,0.39297
IL2,LT-ILC1,+,3.0192,0.38916
IL2,LT-ILC1,+,3.0502,0.38689
IL2,LT-ILC1,+,3.0813,0.38628
IL2,LT-ILC1,+,3.1123,0.38735
IL2,LT-ILC1,+,3.1434,0.39012
IL2,LT-ILC1,+,3.1744,0.39453
IL2,LT-ILC1,+,3.2055,0.40049
IL2,LT-ILC1,+,3.2365,0.40787
IL2,LT-ILC1,+,3.2676,0.41652
IL2,LT-ILC1,+,3.2986,0.42625
IL2,LT-ILC1,+,3.3297,0.43686
IL2,LT-ILC1,+,3.3607,0.44816
IL2,LT-ILC1,+,3.3918,0.45991
IL2,LT-ILC1,+,3.4228,0.47193
IL2,LT-ILC1,+,3.4539,0.48399
IL2,LT-ILC1,+,3.4849,0.49591
IL2,LT-ILC1,+,3.516,0.5075
IL2,LT-ILC1,+,3.547,0.5186
IL2,LT-ILC1,+,3.5781,0.52906
IL2,LT-ILC1,+,3.6091,0.53877
IL2,LT-ILC1,+,3.6402,0.54762
IL2,LT-ILC1,+,3.6712,0.55553
IL2,LT-ILC1,+,3.7023,0.56245
IL2,LT-ILC1,+,3.7333,0.56835
IL2,LT-ILC1,+,3.7644,0.57322
IL2,LT-ILC1,+,3.7954,0.57707
IL2,LT-ILC1,+,3.8265,0.57994
IL2,LT-ILC1,+,3.8575,0.58187
IL2,LT-ILC1,+,3.8886,0.58292
IL2,LT-ILC1,+,3.9196,0.58317
IL2,LT-ILC1,+,3.9507,0.5827
IL2,LT-ILC1,+,3.9817,0.58159
IL2,LT-ILC1,+,4.0128,0.57992
IL2,LT-ILC1,+,4.0438,0.57776
IL2,LT-ILC1,+,4.0749,0.57517
IL2,LT-ILC1,+,4.1059,0.57222
IL2,LT-ILC1,+,4.137,0.56892
IL2,LT-ILC1,+,4.168,0.56528
IL2,LT-ILC1,+,4.1991,0.56131
IL2,LT-ILC1,+,4.2301,0.55696
IL2,LT-ILC1,+,4.2612,0.55218
IL2,LT-ILC1,+,4.2922,0.5469
IL2,LT-ILC1,+,4.3233,0.54103
IL2,LT-ILC1,+,4.3543,0.53446
IL2,LT-ILC1,+,4.3854,0.52709
IL2,LT-ILC1,+,4.4164,0.51879
IL2,LT-ILC1,+,4.4475,0.50948
IL2,LT-ILC1,+,4.4785,0.49904
IL2,LT-ILC1,+,4.5096,0.4874
IL2,LT-ILC1,+,4.5406,0.47451
IL2,LT-ILC1,+,4.5717,0.46034
IL2,LT-ILC1,+,4.6027,0.44489
IL2,LT-ILC1,+,4.6338,0.4282
IL2,LT-ILC1,+,4.6648,0.41033
IL2,LT-ILC1,+,4.6959,0.39139
IL2,LT-ILC1,+,4.7269,0.37152
IL2,LT-ILC1,+,4.758,0.35087
IL2,LT-ILC1,+,4.789,0.32963
IL2,LT-ILC1,+,4.8201,0.308
IL2,LT-ILC1,+,4.8511,0.28618
IL2,LT-ILC1,+,4.8822,0.2644
IL2,LT-ILC1,+,4.9132,0.24286
IL2,LT-ILC1,+,4.9443,0.22175
IL2,LT-ILC1,+,4.9753,0.20128
IL2,LT-ILC1,+,5.0064,0.18159
IL2,LT-ILC1,+,5.0374,0.16283
IL2,LT-ILC1,+,5.0685,0.14513
IL2,LT-ILC1,+,5.0995,0.12856
IL2,LT-ILC1,+,5.1306,0.1132
IL2,LT-ILC1,+,5.1616,0.09906
IL2,LT-ILC1,+,5.1927,0.08618
IL2,LT-ILC1,+,5.2237,0.07452
IL2,LT-ILC1,+,5.2548,0.06407
IL2,LT-ILC1,+,5.2858,0.05476
IL2,LT-ILC1,+,5.3169,0.04655
IL2,LT-ILC1,+,5.3479,0.03935
IL2,LT-ILC1,+,5.379,0.03309
IL2,LT-ILC1,+,5.41,0.02768
IL2,LT-ILC1,+,5.4411,0.02304
IL2,LT-ILC1,+,5.4721,0.01909
IL2,LT-ILC1,+,5.5032,0.01575
IL2,LT-ILC1,+,5.5342,0.01293
IL2,LT-ILC1,+,5.5653,0.01058
IL2,LT-ILC1,+,5.5963,0.00863
IL2,LT-ILC1,+,5.6274,0.00701
IL2,LT-ILC1,+,5.6584,0.00568
IL2,LT-ILC1,+,5.6895,0.00459
IL2,LT-ILC1,+,5.7205,0.0037
IL2,LT-ILC1,+,5.7516,0.00297
IL2,LT-ILC1,+,5.7826,0.00239
IL2,LT-ILC1,+,5.8137,0.00191
IL2,LT-ILC1,+,5.8447,0.00153
IL2,LT-ILC1,+,5.8758,0.00123
IL2,LT-ILC1,+,5.9068,0.00098
IL2,LT-ILC1,+,5.9379,0.00078
IL2,LT-ILC1,+,5.9689,0.00062
IL2,LT-ILC1,+,6.0,0.0005
TNF-α,ILC3,−,-0.8,0.0
TNF-α,ILC3,−,-0.7689,0.0
TNF-α,ILC3,−,-0.7379,0.0
TNF-α,ILC3,−,-0.7068,0.0
TNF-α,ILC3,−,-0.6758,0.0
TNF-α,ILC3,−,-0.6447,0.0
TNF-α,ILC3,−,-0.6137,0.0
TNF-α,ILC3,−,-0.5826,0.0
TNF-α,ILC3,−,-0.5516,0.0
TNF-α,ILC3,−,-0.5205,0.0
TNF-α,ILC3,−,-0.4895,0.0
TNF-α,ILC3,−,-0.4584,0.0
TNF-α,ILC3,−,-0.4274,0.0
TNF-α,ILC3,−,-0.3963,0.0
TNF-α,ILC3,−,-0.3653,0.0
TNF-α,ILC3,−,-0.3342,0.0
TNF-α,ILC3,−,-0.3032,0.0
TNF-α,ILC3,−,-0.2721,0.0
TNF-α,ILC3,−,-0.2411,0.0
TNF-α,ILC3,−,-0.21,0.0
TNF-α,ILC3,−,-0.179,0.0
TNF-α,ILC3,−,-0.1479,0.0
TNF-α,ILC3,−,-0.1169,0.0
TNF-α,ILC3,−,-0.0858,0.0
TNF-α,ILC3,−,-0.0548,0.0
TNF-α,ILC3,−,-0.0237,0.0
TNF-α,ILC3,−,0.0073,0.0
TNF-α,ILC3,−,0.0384,0.0
TNF-α,ILC3,−,0.0694,0.0
TNF-α,ILC3,−,0.1005,0.0
TNF-α,ILC3,−,0.1315,0.0
TNF-α,ILC3,−,0.1626,0.0
TNF-α,ILC3,−,0.1936,0.0
TNF-α,ILC3,−,0.2247,0.0
TNF-α,ILC3,−,0.2557,0.0
TNF-α,ILC3,−,0.2868,0.0
TNF-α,ILC3,−,0.3178,0.0
TNF-α,ILC3,−,0.3489,0.0
TNF-α,ILC3,−,0.3799,0.0
TNF-α,ILC3,−,0.411,0.0
TNF-α,ILC3,−,0.442,0.0
TNF-α,ILC3,−,0.4731,1e-05
TNF-α,ILC3,−,0.5041,1e-05
TNF-α,ILC3,−,0.5352,2e-05
TNF-α,ILC3,−,0.5662,3e-05
TNF-α,ILC3,−,0.5973,6e-05
TNF-α,ILC3,−,0.6283,0.0001
TNF-α,ILC3,−,0.6594,0.00018
TNF-α,ILC3,−,0.6904,0.00031
TNF-α,ILC3,−,0.7215,0.00052
TNF-α,ILC3,−,0.7525,0.00086
TNF-α,ILC3,−,0.7836,0.0014
TNF-α,ILC3,−,0.8146,0.00223
TNF-α,ILC3,−,0.8457,0.00351
TNF-α,ILC3,−,0.8767,0.00543
TNF-α,ILC3,−,0.9078,0.00826
TNF-α,ILC3,−,0.9388,0.01235
TNF-α,ILC3,−,0.9699,0.01816
TNF-α,ILC3,−,1.0009,0.02627
TNF-α,ILC3,−,1.032,0.03737
TNF-α,ILC3,−,1.063,0.05227
TNF-α,ILC3,−,1.0941,0.0719
TNF-α,ILC3,−,1.1251,0.09726
TNF-α,ILC3,−,1.1562,0.12937
TNF-α,ILC3,−,1.1872,0.16924
TNF-α,ILC3,−,1.2183,0.21772
TNF-α,ILC3,−,1.2493,0.27544
TNF-α,ILC3,−,1.2804,0.34267
TNF-α,ILC3,−,1.3114,0.41924
TNF-α,ILC3,−,1.3425,0.5044
TNF-α,ILC3,−,1.3735,0.59679
TNF-α,ILC3,−,1.4046,0.69438
TNF-α,ILC3,−,1.4356,0.79452
TNF-α,ILC3,−,1.4667,0.89402
TNF-α,ILC3,−,1.4977,0.98927
TNF-α,ILC3,−,1.5288,1.0765
TNF-α,ILC3,−,1.5598,1.15197
TNF-α,ILC3,−,1.5909,1.21228
TNF-α,ILC3,−,1.6219,1.25457
TNF-α,ILC3,−,1.653,1.27678
TNF-α,ILC3,−,1.684,1.27782
TNF-α,ILC3,−,1.7151,1.25763
TNF-α,ILC3,−,1.7461,1.21721
TNF-α,ILC3,−,1.7772,1.15854
TNF-α,ILC3,−,1.8082,1.08439
TNF-α,ILC3,−,1.8393,0.99815
TNF-α,ILC3,−,1.8703,0.90351
TNF-α,ILC3,−,1.9014,0.80426
TNF-α,ILC3,−,1.9324,0.70404
TNF-α,ILC3,−,1.9635,0.60608
TNF-α,ILC3,−,1.9945,0.51308
TNF-α,ILC3,−,2.0256,0.42715
TNF-α,ILC3,−,2.0566,0.3497
TNF-α,ILC3,−,2.0877,0.28155
TNF-α,ILC3,−,2.1187,0.22291
TNF-α,ILC3,−,2.1498,0.17356
TNF-α,ILC3,−,2.1808,0.13289
TNF-α,ILC3,−,2.2119,0.10006
TNF-α,ILC3,−,2.2429,0.07409
TNF-α,ILC3,−,2.274,0.05395
TNF-α,ILC3,−,2.305,0.03863
TNF-α,ILC3,−,2.3361,0.02721
TNF-α,ILC3,−,2.3671,0.01884
TNF-α,ILC3,−,2.3982,0.01283
TNF-α,ILC3,−,2.4292,0.00859
TNF-α,ILC3,−,2.4603,0.00566
TNF-α,ILC3,−,2.4913,0.00367
TNF-α,ILC3,−,2.5224,0.00233
TNF-α,ILC3,−,2.5534,0.00146
TNF-α,ILC3,−,2.5845,0.0009
TNF-α,ILC3,−,2.6155,0.00055
TNF-α,ILC3,−,2.6466,0.00032
TNF-α,ILC3,−,2.6776,0.00019
TNF-α,ILC3,−,2.7087,0.00011
TNF-α,ILC3,−,2.7397,6e-05
TNF-α,ILC3,−,2.7708,3e-05
TNF-α,ILC3,−,2.8018,2e-05
TNF-α,ILC3,−,2.8329,1e-05
TNF-α,ILC3,−,2.8639,1e-05
TNF-α,ILC3,−,2.895,0.0
TNF-α,ILC3,−,2.926,0.0
TNF-α,ILC3,−,2.9571,0.0
TNF-α,ILC3,−,2.9881,0.0
TNF-α,ILC3,−,3.0192,0.0
TNF-α,ILC3,−,3.0502,0.0
TNF-α,ILC3,−,3.0813,0.0
TNF-α,ILC3,−,3.1123,0.0
TNF-α,ILC3,−,3.1434,0.0
TNF-α,ILC3,−,3.1744,0.0
TNF-α,ILC3,−,3.2055,0.0
TNF-α,ILC3,−,3.2365,0.0
TNF-α,ILC3,−,3.2676,0.0
TNF-α,ILC3,−,3.2986,0.0
TNF-α,ILC3,−,3.3297,0.0
TNF-α,ILC3,−,3.3607,0.0
TNF-α,ILC3,−,3.3918,0.0
TNF-α,ILC3,−,3.4228,0.0
TNF-α,ILC3,−,3.4539,0.0
TNF-α,ILC3,−,3.4849,0.0
TNF-α,ILC3,−,3.516,0.0
TNF-α,ILC3,−,3.547,0.0
TNF-α,ILC3,−,3.5781,0.0
TNF-α,ILC3,−,3.6091,0.0
TNF-α,ILC3,−,3.6402,0.0
TNF-α,ILC3,−,3.6712,0.0
TNF-α,ILC3,−,3.7023,0.0
TNF-α,ILC3,−,3.7333,0.0
TNF-α,ILC3,−,3.7644,0.0
TNF-α,ILC3,−,3.7954,0.0
TNF-α,ILC3,−,3.8265,0.0
TNF-α,ILC3,−,3.8575,0.0
TNF-α,ILC3,−,3.8886,0.0
TNF-α,ILC3,−,3.9196,0.0
TNF-α,ILC3,−,3.9507,0.0
TNF-α,ILC3,−,3.9817,0.0
TNF-α,ILC3,−,4.0128,0.0
TNF-α,ILC3,−,4.0438,0.0
TNF-α,ILC3,−,4.0749,0.0
TNF-α,ILC3,−,4.1059,0.0
TNF-α,ILC3,−,4.137,0.0
TNF-α,ILC3,−,4.168,0.0
TNF-α,ILC3,−,4.1991,0.0
TNF-α,ILC3,−,4.2301,0.0
TNF-α,ILC3,−,4.2612,0.0
TNF-α,ILC3,−,4.2922,0.0
TNF-α,ILC3,−,4.3233,0.0
TNF-α,ILC3,−,4.3543,0.0
TNF-α,ILC3,−,4.3854,0.0
TNF-α,ILC3,−,4.4164,0.0
TNF-α,ILC3,−,4.4475,0.0
TNF-α,ILC3,−,4.4785,0.0
TNF-α,ILC3,−,4.5096,0.0
TNF-α,ILC3,−,4.5406,0.0
TNF-α,ILC3,−,4.5717,0.0
TNF-α,ILC3,−,4.6027,0.0
TNF-α,ILC3,−,4.6338,0.0
TNF-α,ILC3,−,4.6648,0.0
TNF-α,ILC3,−,4.6959,0.0
TNF-α,ILC3,−,4.7269,0.0
TNF-α,ILC3,−,4.758,0.0
TNF-α,ILC3,−,4.789,0.0
TNF-α,ILC3,−,4.8201,0.0
TNF-α,ILC3,−,4.8511,0.0
TNF-α,ILC3,−,4.8822,0.0
TNF-α,ILC3,−,4.9132,0.0
TNF-α,ILC3,−,4.9443,0.0
TNF-α,ILC3,−,4.9753,0.0
TNF-α,ILC3,−,5.0064,0.0
TNF-α,ILC3,−,5.0374,0.0
TNF-α,ILC3,−,5.0685,0.0
TNF-α,ILC3,−,5.0995,0.0
TNF-α,ILC3,−,5.1306,0.0
TNF-α,ILC3,−,5.1616,0.0
TNF-α,ILC3,−,5.1927,0.0
TNF-α,ILC3,−,5.2237,0.0
TNF-α,ILC3,−,5.2548,0.0
TNF-α,ILC3,−,5.2858,0.0
TNF-α,ILC3,−,5.3169,0.0
TNF-α,ILC3,−,5.3479,0.0
TNF-α,ILC3,−,5.379,0.0
TNF-α,ILC3,−,5.41,0.0
TNF-α,ILC3,−,5.4411,0.0
TNF-α,ILC3,−,5.4721,0.0
TNF-α,ILC3,−,5.5032,0.0
